id,title,genres,runtime,release_date,vote_average,vote_count,revenue,budget
2872,From Justin to Kelly,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",90.0,2003-06-20,3.0,23,4922166,12000000
2873,Girl 6,"[{""id"": 35, ""name"": ""Comedy""}]",108.0,1996-03-22,5.7,16,4939939,12000000
2874,In the Cut,"[{""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]",119.0,2003-09-09,4.6,89,23,12000000
2875,Two Lovers,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",110.0,2008-11-19,6.6,154,3148182,12000000
2876,Last Orders,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",109.0,2001-09-10,6.0,22,0,0
2877,The Host,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 878, ""name"": ""Science Fiction""}]",119.0,2006-07-27,6.7,537,88489643,11000000
2878,The Pursuit of D.B. Cooper,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 53, ""name"": ""Thriller""}]",100.0,1981-11-13,6.8,4,0,0
2879,Ravenous,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 37, ""name"": ""Western""}]",100.0,1999-03-16,6.9,141,0,12000000
2880,Charlie Bartlett,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",97.0,2008-02-22,6.5,225,0,12000000
2881,The Great Beauty,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",142.0,2013-05-21,7.3,720,8371085,12400000
2882,The Dangerous Lives of Altar Boys,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",104.0,2002-06-14,6.4,53,0,0
2883,Stoker,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]",99.0,2013-02-28,6.5,882,12077441,12000000
2884,2046,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 10749, ""name"": ""Romance""}]",129.0,2004-05-20,6.9,206,19271312,12000000
2885,Married Life,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",90.0,2007-09-12,6.1,38,0,12000000
2886,Duma,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10751, ""name"": ""Family""}]",100.0,2005-04-22,6.9,41,0,12000000
2887,Ondine,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",111.0,2009-09-14,6.5,84,1644755,12000000
2888,Brother,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",114.0,2000-09-09,6.8,107,15250000,12000000
2889,Welcome to Collinwood,"[{""id"": 35, ""name"": ""Comedy""}]",86.0,2002-05-24,6.2,50,0,1200000
2890,Critical Care,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",107.0,1997-10-31,6.1,9,0,0
2891,The Life Before Her Eyes,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}]",90.0,2007-09-08,6.1,88,0,8000000
2892,Darling Companion,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",103.0,2012-04-20,5.3,22,0,0
2893,Trade,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",120.0,2007-01-23,6.8,67,0,12000000
2894,Fateless,"[{""id"": 10752, ""name"": ""War""}, {""id"": 18, ""name"": ""Drama""}]",140.0,2005-02-10,6.5,28,0,0
2895,Breakfast of Champions,"[{""id"": 35, ""name"": ""Comedy""}]",110.0,1999-02-13,5.2,28,0,12000000
2896,"A Woman, a Gun and a Noodle Shop","[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",95.0,2009-12-11,4.8,13,0,0
2897,Cypher,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 9648, ""name"": ""Mystery""}]",95.0,2002-10-01,6.7,192,0,7500000
2898,City of Life and Death,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}, {""id"": 10752, ""name"": ""War""}]",132.0,2009-04-22,7.6,55,10652498,12000000
2899,Legend of a Rabbit,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}]",89.0,2011-01-01,3.0,3,2570000,19000000
2900,Space Battleship Yamato,"[{""id"": 878, ""name"": ""Science Fiction""}]",131.0,2010-12-01,6.3,59,11212294,12000000
2901,5 Days of War,"[{""id"": 10752, ""name"": ""War""}, {""id"": 18, ""name"": ""Drama""}]",113.0,2011-04-14,5.8,62,17479,20000000
2902,Triangle,"[{""id"": 27, ""name"": ""Horror""}]",99.0,2009-10-16,6.9,612,0,12000000
2903,10 Days in a Madhouse,"[{""id"": 18, ""name"": ""Drama""}]",111.0,2015-11-20,4.3,5,0,1200000
2904,Heaven is for Real,"[{""id"": 18, ""name"": ""Drama""}]",99.0,2014-04-16,6.0,229,101332962,12000000
2905,Snatch,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}]",103.0,2000-09-01,7.7,2912,83557872,10000000
2906,Dancin' It's On,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",89.0,2015-10-16,4.3,2,0,0
2907,Pet Sematary,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 27, ""name"": ""Horror""}]",103.0,1989-04-21,6.4,407,57469467,11500000
2908,Madadayo,"[{""id"": 18, ""name"": ""Drama""}]",134.0,1993-04-17,7.5,20,0,0
2909,The Cry of the Owl,"[{""id"": 18, ""name"": ""Drama""}]",101.0,2009-02-07,5.5,29,0,11500000
2910,A Tale of Three Cities,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}, {""id"": 10749, ""name"": ""Romance""}]",130.0,2015-08-28,6.3,5,0,0
2911,Gremlins,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 35, ""name"": ""Comedy""}]",106.0,1984-06-07,6.9,1596,153083102,11000000
2912,Star Wars,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 878, ""name"": ""Science Fiction""}]",121.0,1977-05-25,8.1,6624,775398007,11000000
2913,Dirty Grandpa,"[{""id"": 35, ""name"": ""Comedy""}]",102.0,2016-01-21,5.7,1406,94073028,11500000
2914,Doctor Zhivago,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 10752, ""name"": ""War""}]",197.0,1965-12-22,7.4,247,111858363,11000000
2915,Trash,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",112.0,2014-10-09,7.1,242,0,0
2916,High School Musical 3: Senior Year,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 10402, ""name"": ""Music""}, {""id"": 10749, ""name"": ""Romance""}]",116.0,2008-10-22,6.2,821,0,0
2917,The Fighter,"[{""id"": 18, ""name"": ""Drama""}]",116.0,2010-12-17,7.2,1486,93617009,25000000
2918,Jackass Number Two,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 99, ""name"": ""Documentary""}]",95.0,2006-09-22,6.4,298,72778712,11000000
2919,My Cousin Vinny,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",120.0,1992-03-13,7.3,384,64088552,11000000
2920,If I Stay,"[{""id"": 18, ""name"": ""Drama""}]",106.0,2014-08-21,7.3,1368,78874843,11000000
2921,Drive Hard,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}]",96.0,2014-05-26,3.9,74,0,12000000
2922,Major League,"[{""id"": 35, ""name"": ""Comedy""}]",107.0,1989-02-16,6.6,217,49797148,11000000
2923,St. Trinian's,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 878, ""name"": ""Science Fiction""}]",101.0,2007-12-21,5.6,142,0,0
2924,Phone Booth,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 18, ""name"": ""Drama""}]",81.0,2002-09-09,6.7,1062,97837138,13000000
2925,A Walk to Remember,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",101.0,2002-01-25,7.5,1018,41227069,11000000
2926,Dead Man Walking,"[{""id"": 18, ""name"": ""Drama""}]",122.0,1995-12-29,7.3,337,39363635,11000000
2927,Cruel Intentions,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 53, ""name"": ""Thriller""}]",97.0,1999-03-05,6.6,827,75902208,10500000
2928,Saw VI,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 9648, ""name"": ""Mystery""}]",90.0,2009-10-22,6.0,722,68233629,11000000
2929,History of the World: Part I,"[{""id"": 35, ""name"": ""Comedy""}]",92.0,1981-06-12,6.5,204,31672907,11000000
2930,The Secret Life of Bees,"[{""id"": 12, ""name"": ""Adventure""}]",114.0,2008-09-17,7.4,158,38105395,11000000
2931,Corky Romano,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}]",86.0,2001-10-12,4.1,54,23978402,11000000
2932,Raising Cain,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}]",91.0,1992-08-07,5.9,65,37170057,12000000
2933,F.I.S.T.,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 28, ""name"": ""Action""}]",145.0,1978-04-26,6.4,29,11,11
2934,Invaders from Mars,"[{""id"": 878, ""name"": ""Science Fiction""}]",100.0,1986-01-01,5.5,57,4884663,12000000
2935,Brooklyn,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",111.0,2015-10-20,7.2,1213,62076141,11000000
2936,Barry Lyndon,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 10752, ""name"": ""War""}]",184.0,1975-12-18,7.7,505,20000000,11000000
2937,Out Cold,"[{""id"": 35, ""name"": ""Comedy""}]",89.0,2001-11-21,5.8,53,14782676,24000000
2938,The Ladies Man,"[{""id"": 35, ""name"": ""Comedy""}]",84.0,2000-10-13,5.7,34,13700000,24000000
2939,Quartet,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",98.0,2012-09-08,6.3,139,59520298,11000000
2940,Tomcats,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",95.0,2001-03-30,4.9,74,23430766,11000000
2941,Frailty,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}]",100.0,2001-11-17,7.0,334,13110448,11000000
2942,Woman in Gold,"[{""id"": 18, ""name"": ""Drama""}]",120.0,2015-04-10,7.3,440,61619773,11000000
2943,Kinsey,"[{""id"": 18, ""name"": ""Drama""}]",118.0,2004-09-04,6.6,131,0,0
2944,Army of Darkness,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 35, ""name"": ""Comedy""}]",81.0,1992-10-09,7.3,838,0,11000000
2945,Slackers,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",86.0,2002-02-01,5.4,60,6413915,14000000
2946,What's Eating Gilbert Grape,"[{""id"": 10749, ""name"": ""Romance""}, {""id"": 18, ""name"": ""Drama""}]",118.0,1993-12-17,7.5,919,30000000,11000000
2947,The Visual Bible: The Gospel of John,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}]",125.0,2003-09-11,8.2,12,4069090,10000000
2948,Vera Drake,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}]",125.0,2004-10-22,6.8,80,0,11000000
2949,The Guru,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",91.0,2002-08-21,5.1,75,0,0
2950,The Perez Family,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",113.0,1995-05-12,6.6,9,2832826,11000000
2951,Inside Llewyn Davis,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10402, ""name"": ""Music""}]",105.0,2013-10-06,7.2,834,32935319,11000000
2952,O,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 53, ""name"": ""Thriller""}]",95.0,2001-08-31,5.8,75,16017403,0
2953,Return to the Blue Lagoon,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 10749, ""name"": ""Romance""}]",98.0,1991-08-02,5.1,153,2807854,11000000
2954,The Molly Maguires,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}]",124.0,1970-01-27,5.9,16,2200000,11000000
2955,Romance & Cigarettes,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10402, ""name"": ""Music""}, {""id"": 10749, ""name"": ""Romance""}]",105.0,2005-09-13,6.0,33,2945242,0
2956,Copying Beethoven,"[{""id"": 18, ""name"": ""Drama""}]",104.0,2006-09-10,6.2,42,0,11000000
2957,Brighton Rock,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}]",111.0,2010-09-13,5.6,35,0,0
2958,Saw V,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}]",92.0,2008-10-23,5.9,820,113857533,10800000
2959,Machine Gun McCain,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 10769, ""name"": ""Foreign""}]",116.0,1969-04-01,7.3,6,0,0
2960,LOL,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",97.0,2012-02-10,5.9,881,0,11000000
2961,Jindabyne,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]",123.0,2006-07-20,5.7,25,0,0
2962,Kabhi Alvida Naa Kehna,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",193.0,2006-08-11,6.1,42,17000000,7400000
2963,An Ideal Husband,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",97.0,1999-04-15,6.3,46,18535191,14000000
2964,The Last Days on Mars,"[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 27, ""name"": ""Horror""}]",98.0,2013-08-11,5.2,302,0,0
2965,Darkness,"[{""id"": 27, ""name"": ""Horror""}]",102.0,2002-10-02,5.6,112,0,0
2966,2001: A Space Odyssey,"[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 12, ""name"": ""Adventure""}]",149.0,1968-04-10,7.9,2998,68700000,10500000
2967,E.T. the Extra-Terrestrial,"[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 14, ""name"": ""Fantasy""}]",115.0,1982-04-03,7.3,3269,792910554,10500000
2968,In the Land of Women,"[{""id"": 10749, ""name"": ""Romance""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",97.0,2007-04-16,5.8,160,17500000,10000000
2969,The Blue Butterfly,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10751, ""name"": ""Family""}]",97.0,2004-02-20,6.8,6,0,0
2970,There Goes My Baby,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}]",99.0,1994-09-02,8.5,2,123509,10500000
2971,Housefull,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 10769, ""name"": ""Foreign""}]",135.0,2010-04-30,5.2,29,0,0
2972,September Dawn,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 28, ""name"": ""Action""}, {""id"": 36, ""name"": ""History""}, {""id"": 37, ""name"": ""Western""}, {""id"": 10749, ""name"": ""Romance""}]",110.0,2007-05-17,5.0,16,0,11000000
2973,For Greater Glory - The True Story of Cristiada,"[{""id"": 36, ""name"": ""History""}, {""id"": 18, ""name"": ""Drama""}]",145.0,2012-06-01,6.4,35,9622846,12000000
2974,The Bélier Family,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10402, ""name"": ""Music""}]",105.0,2014-12-17,7.0,766,0,11000000
2975,Good Will Hunting,"[{""id"": 18, ""name"": ""Drama""}]",126.0,1997-12-05,7.9,2811,225933435,10000000
2976,Misconduct,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",106.0,2016-02-05,5.3,149,0,11000000
2977,Saw III,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}]",108.0,2006-10-27,6.1,1071,163876815,10000000
2978,Stripes,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}]",106.0,1981-06-25,6.5,249,85300000,10000000
2979,Bring It On,"[{""id"": 35, ""name"": ""Comedy""}]",98.0,2000-08-25,5.8,568,90449929,28000000
2980,The Purge: Election Year,"[{""id"": 28, ""name"": ""Action""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]",105.0,2016-06-29,6.1,1306,118587880,10000000
2981,She's All That,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",95.0,1999-01-29,5.7,418,103166989,10000000
2982,Saw IV,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}]",93.0,2007-10-25,5.9,903,139352633,10000000
2983,White Noise,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]",101.0,2005-01-07,5.6,261,91196419,10000000
2984,Madea's Family Reunion,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",110.0,2006-02-24,6.0,77,57231524,6000000
2985,The Color of Money,"[{""id"": 18, ""name"": ""Drama""}]",119.0,1986-10-07,6.7,291,52293982,13800000
2986,The Longest Day,"[{""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}, {""id"": 10752, ""name"": ""War""}]",178.0,1962-09-25,7.2,234,50100000,10000000
2987,The Mighty Ducks,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",101.0,1992-10-01,6.4,198,50752337,10000000
2988,The Grudge,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]",92.0,2004-10-22,5.8,865,183474602,10000000
2989,Happy Gilmore,"[{""id"": 35, ""name"": ""Comedy""}]",92.0,1996-02-16,6.5,755,41205099,12000000
2990,Jeepers Creepers,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]",90.0,2001-07-01,6.1,720,59217789,10000000
2991,Bill & Ted's Excellent Adventure,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 878, ""name"": ""Science Fiction""}]",90.0,1989-02-17,6.7,454,40485039,10000000
2992,Oliver!,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 10402, ""name"": ""Music""}]",153.0,1968-09-26,7.0,103,37402877,10000000
2993,The Best Exotic Marigold Hotel,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}]",124.0,2011-11-28,6.9,459,136836156,10000000
2994,Recess: School's Out,"[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",83.0,2001-01-27,6.6,67,44460850,10000000
2995,Mad Max Beyond Thunderdome,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 878, ""name"": ""Science Fiction""}]",107.0,1985-06-29,5.9,748,36230219,12305523
2996,Commando,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 53, ""name"": ""Thriller""}]",90.0,1985-10-03,6.4,742,57500000,10000000
2997,The Boy,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]",97.0,2016-01-22,5.8,1102,64188367,10000000
2998,Devil,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]",80.0,2010-01-13,5.8,816,33583175,10000000
2999,Friday After Next,"[{""id"": 35, ""name"": ""Comedy""}]",85.0,2002-11-22,6.0,100,33526835,20000000
3000,Insidious: Chapter 3,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]",97.0,2015-06-04,6.2,983,104303851,10000000
3001,The Last Dragon,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}]",108.0,1985-03-22,6.4,69,25754284,10000000
3002,The Lawnmower Man,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 878, ""name"": ""Science Fiction""}]",108.0,1992-03-05,5.4,197,32101000,10000000
3003,Nick and Norah's Infinite Playlist,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10402, ""name"": ""Music""}, {""id"": 10749, ""name"": ""Romance""}]",89.0,2008-10-03,6.4,379,32973937,9000000
3004,Dogma,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 12, ""name"": ""Adventure""}]",130.0,1999-11-12,6.8,823,30652890,10000000
3005,The Banger Sisters,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",98.0,2002-09-20,5.5,62,0,10000000
3006,Twilight Zone: The Movie,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}]",101.0,1983-06-24,6.2,161,29450919,10000000
3007,Road House,"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}]",114.0,1989-05-19,6.3,252,30050028,15000000
3008,A Low Down Dirty Shame,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}]",100.0,1994-11-23,6.0,31,29392418,10000000
3009,Swimfan,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",84.0,2002-09-06,5.0,70,34411240,8500000
